pIC50,smiles
7.57,Nc1nc2c(c(=O)[nH]1)CC(CCc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)o1)CN2
8.64,Nc1nc2c(c(=O)[nH]1)CC(CCc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)s1)CN2
5.65,Cc1ccc(C(=O)C#Cc2c[nH]c(=O)[nH]c2=O)cc1
6.05,Cc1ccccc1C(=O)C#Cc1cn(COCCO)c(=O)[nH]c1=O
6.22,Cc1cccc(C(=O)C#Cc2cn(COCCO)c(=O)[nH]c2=O)c1
5.8,COc1ccc(C(=O)C#Cc2cn(COCCO)c(=O)[nH]c2=O)cc1
5.64,COc1ccc(C(=O)C#Cc2c[nH]c(=O)[nH]c2=O)cc1
5.7,Cn1cc(F)c(=O)n(C)c1=O
6.16,Cc1ccc(C(=O)C#Cc2cn(COCCO)c(=O)[nH]c2=O)cc1
4.935,Nc1nc(=O)n(C2CCC(CO)O2)cc1F
9.28,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(O)c(Cl)c2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
6.49,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2cccc3ccccc23)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
5.87,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(n2cccc2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
7.32,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
6.13,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(O)cc2)NC(=O)C=CCC(C(C)C=Cc2ccccc2)OC1=O
6.94,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(NC(=O)OCC3c4ccccc4-c4ccccc43)cc2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
9.24,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(N)c(Cl)c2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
6.56,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(c2ccc(O)cc2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
6.39,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccccc2)NC(=O)C=CCC(C(C)C=Cc2ccccc2)OC1=O
6.3,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(N)c(Cl)c2)NC(=O)C=CCC(C(C)C=Cc2ccccc2)OC1=O
8.39,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(O)cc2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
8.0,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(N)cc2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
5.78,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(CCc2ccccc2)NC(=O)C=CCC(C(C)C=Cc2ccccc2)OC1=O
6.6,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(COCc2ccccc2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
9.74,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccccc2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
6.0,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2cccnc2)NC(=O)C=CCC(C(C)C=Cc2ccccc2)OC1=O
7.46,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2cccc3ccccc23)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
7.855,COc1ccc(CC2NC(=O)C=CCC(C(C)C=Cc3ccccc3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
6.07,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(COCc2ccccc2)NC(=O)C=CCC(C(C)C=Cc2ccccc2)OC1=O
6.57,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(O)c(Cl)c2)NC(=O)C=CCC(C(C)C=Cc2ccccc2)OC1=O
8.06,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(CC2CCCCC2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
5.89,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(O)c(O)c2)NC(=O)C=CCC(C(C)C=Cc2ccccc2)OC1=O
10.66,COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
7.51,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(O)c(Cl)c2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
10.27,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(N(C)C)c(Cl)c2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
6.01,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(COCc2ccccc2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
7.82,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(NC(=O)OCC3c4ccccc4-c4ccccc43)c(Cl)c2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
5.98,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(C(C)O)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
6.22,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(I)cc2)NC(=O)C=CCC(C(C)C=Cc2ccccc2)OC1=O
6.22,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(CCc2ccccc2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
6.06,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC1=O
5.81,CC(C)CC1OC(=O)C(C)(C)CNC(=O)C(Cc2ccc(N)cc2)NC(=O)C=CCC(C(C)C=Cc2ccccc2)OC1=O
6.757,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
7.0,Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1
6.548,O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F
6.5,COC(=O)C(NP(=O)(O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)CC1O)C1C=Nc2ccccc21
6.5,COC(=O)C(Cc1ccccc1)NP(=O)(O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)CC1O
8.96,CCC1(CC)CNC(=O)C(Cc2ccc(OC)c(Cl)c2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC(=O)C(CC(C)C)OC1=O
9.4,COc1ccc(CC2NC(=O)C=CCC(C(C)C(O)C(Cl)c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C3(CCCC3)CNC2=O)cc1Cl
11.0,COc1ccc(CC2NC(=O)C=CCC(C(C)C(O)C(Cl)c3ccccc3)OC(=O)C(CC(C)C)NC(=O)C3(CC3)CNC2=O)cc1Cl
8.07,CCCC1(CCC)CNC(=O)C(Cc2ccc(OC)c(Cl)c2)NC(=O)C=CCC(C(C)C2OC2c2ccccc2)OC(=O)C(CC(C)C)OC1=O
6.96,COc1ccc(CC2NC(=O)C=CCC(C(C)C(O)C(Cl)c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C3(CCCCC3)CNC2=O)cc1Cl
9.52,COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C3(CCCC3)CNC2=O)cc1Cl
7.2,COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C3(CCCCC3)CNC2=O)cc1Cl
10.3,COc1ccc(CC2NC(=O)C=CCC(C(C)C(O)C(Cl)c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
10.68,COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
10.85,COc1ccc(CC2NC(=O)C=CCC(C(C)C(O)C(Cl)c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C3(CC3)CNC2=O)cc1Cl
9.8,COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C3(CC3)CNC2=O)cc1Cl
8.8,CCC1(CC)CNC(=O)C(Cc2ccc(OC)c(Cl)c2)NC(=O)C=CCC(C(C)C(O)C(Cl)c2ccccc2)OC(=O)C(CC(C)C)OC1=O
10.8,COc1ccc(CC2NC(=O)C=CCC(C(C)C(O)C(Cl)c3ccccc3)OC(=O)C(CC(C)C)NC(=O)C(C)(C)CNC2=O)cc1Cl
8.06,CCCC1(CCC)CNC(=O)C(Cc2ccc(OC)c(Cl)c2)NC(=O)C=CCC(C(C)C(O)C(Cl)c2ccccc2)OC(=O)C(CC(C)C)OC1=O
5.44,NC(=S)c1ncn2c1N=C(S)CC2
5.38,NC(=S)c1ncn2ccc(S)nc12
5.0,CCOC(=S)c1ncn2c1N=C(S)CC2
7.37,CN(Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
4.39,Nc1nc(N)c2c(CNc3ccc(Cl)c(Cl)c3)coc2n1
4.98,Nc1nc(N)c2c(CNc3cc(Cl)c(Cl)c(Cl)c3)coc2n1
6.23,Nc1nc(N)c2c(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)coc2n1
5.52,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc([S+]([O-])c2ccccc2)c(C(F)(F)F)c1
5.82,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(S(=O)(=O)c2ccccc2)c(Cl)c1
6.22,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(S(=O)(=O)c2ccccc2Cl)cc1
5.7,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(S(=O)(=O)c2ccccc2)c(F)c1
5.7,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(S(=O)(=O)c2ccccc2C)c(C(F)(F)F)c1
5.46,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc([S+]([O-])c2ccccc2C)cc1
5.85,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc([S+]([O-])c2ccccc2)c(F)c1
5.57,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(S(=O)(=O)c2ccccc2C)cc1
5.52,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc([S+]([O-])c2ccccc2C)c(C(F)(F)F)c1
5.64,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc([S+]([O-])c2ccccc2)c(Cl)c1
5.24,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc([S+]([O-])c2ccccc2Cl)cc1
7.48,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1
4.85,Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2
4.15,Cc1cccc(N)c1N1C(=O)c2ccccc2C1=O
6.655,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
4.22,O=C1c2ccccc2C2=Nc3ccccc3CN12
4.17,O=C1c2ccccc2-c2nc3ccccc3n21
8.33,CN(Cc1ccc2nc(C=O)[nH]c(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)s1
6.5,C(#Cc1ncnc2c1ncn2C1CCCCO1)c1ncnc2c1ncn2Cc1ccccc1
6.05,C(#Cc1ncnc2c1ncn2Cc1ccccc1)c1ncnc2c1ncn2Cc1ccccc1
6.44,CCCCCn1cnc2c(C#Cc3ncnc4c3ncn4CCCCC)ncnc21
6.37,C(C#Cc1ncnc2c1ncn2Cc1ccccc1)#Cc1ncnc2c1ncn2Cc1ccccc1
6.43,CCCCCn1cnc2c(C#CC#Cc3ncnc4c3ncn4CCCCC)ncnc21
6.24,C(C#Cc1ncnc2c1ncn2C1CCCCO1)#Cc1ncnc2c1ncn2C1CCCCO1
6.875,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
7.5,Nc1nc(N)c(SCCCc2ccc(C(=O)NC(CCC(=O)O)C(=O)O)s2)c(=O)[nH]1
8.54,Nc1nc2c(c(=O)[nH]1)SC(CCc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)s1)CN2
7.22,Cc1cc(C(=O)NC(CCC(=O)O)C(=O)O)sc1CCCSc1c(N)nc(N)[nH]c1=O
6.18,Nc1nc(N)c(SCCc2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)c(=O)[nH]1
5.86,Nc1nc(N)c(SCCc2ccc(C(=O)NC(CCC(=O)O)C(=O)O)s2)c(=O)[nH]1
5.75,Nc1nc2c(c(=O)[nH]1)SC(CCc1cccc(C(=O)NC(CCC(=O)O)C(=O)O)c1)CN2
6.54,CCc1cc(CCCSc2c(N)nc(N)[nH]c2=O)sc1C(=O)NC(CCC(=O)O)C(=O)O
8.0,Cc1cc(C(=O)NC(CCC(=O)O)C(=O)O)sc1CCC1CNc2nc(N)[nH]c(=O)c2S1
8.05,Nc1nc2c(c(=O)[nH]1)SC(CCc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)s1)CN2
8.0,Nc1nc(N)c(SCC2CCc3cc(C(=O)NC(CCC(=O)O)C(=O)O)sc3C2)c(=O)[nH]1
4.92,Nc1nc(N)c(SCCCc2cccc(C(=O)NC(CCC(=O)O)C(=O)O)c2)c(=O)[nH]1
7.35,Nc1nc(N)c(SCCCc2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)c(=O)[nH]1
7.32,Cc1cc(CCCSc2c(N)nc(N)[nH]c2=O)sc1C(=O)NC(CCC(=O)O)C(=O)O
8.1,Cc1cc(C(=O)NC(CCC(=O)O)C(=O)O)sc1CCC1CNc2nc(N)[nH]c(=O)c2S1
7.54,Nc1nc2c(c(=O)[nH]1)SC(CCc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2
8.91,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1
5.555,Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O
5.0,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1O
6.85,Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1F
6.7,Nc1nc(F)nc2c1ncn2C1CC(O)C(CO)O1
7.7,Nc1nc(Br)nc2c1ncn2C1OC(CO)C(O)C1F
7.7,Nc1nc(Br)nc2c1ncn2C1CC(O)C(CO)O1
7.3,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
5.76,Nc1ccn(C2OC(CO)C(O)C2NO)c(=O)n1
5.22,Nc1ccn(C2CC(NO)C(CO)O2)c(=O)n1
6.7,COC(=O)C(NC(=O)c1ccc(Sc2c(C)ccc3nc(N)[nH]c(=O)c23)cc1)c1ccccc1
6.7,COC(=O)c1cccc(C(NC(=O)c2ccc(Sc3c(C)ccc4nc(N)[nH]c(=O)c34)cc2)C(=O)OC)c1
7.3,Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)NC(C(=O)O)c2cccc(C(=O)O)c2)cc1
5.47,Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)NC(C(=O)O)c2cccc(O)c2)cc1
5.27,Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)NC(C(=O)O)c2ccccc2)cc1
5.82,COC(=O)C(NC(=O)c1ccc(Sc2c(C)ccc3nc(N)[nH]c(=O)c23)cc1)c1cccc(O)c1
6.095,Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccncc1
8.0,O=c1cc2oc3cccc([N+](=O)[O-])c3nc-2c2cccnc12
4.66,O=c1cc2oc3ccccc3nc-2c2ccncc12
8.16,O=c1cc2oc3ccc([N+](=O)[O-])cc3nc-2c2cccnc12
4.46,O=c1cc2oc3ccccc3nc-2c2cnccc12
7.3,O=c1cc2oc3c([N+](=O)[O-])cccc3nc-2c2cccnc12
8.0,O=c1cc2oc3ccc(Cl)cc3nc-2c2cccnc12
5.82,O=c1cc2oc3ccccc3nc-2c2ncccc12
6.1,Cc1cccc2oc3cc(=O)c4ncccc4c-3nc12
6.6,Cc1ccc2oc3cc(=O)c4ncccc4c-3nc2c1
7.0,Cc1ccc2nc3c4cccnc4c(=O)cc-3oc2c1
7.7,N#Cc1ccc2oc3cc(=O)c4ncccc4c-3nc2c1
7.16,Cc1cccc2nc3c4cccnc4c(=O)cc-3oc12
6.52,O=c1cc2oc3cc([N+](=O)[O-])ccc3nc-2c2cccnc12
7.16,O=c1cc2sc3ccccc3nc-2c2cccnc12
5.7,Nc1cc2nc3ccccc3oc-2cc1=O
4.72,O=c1ccc2nc3ccccc3oc-2c1
6.05,CC(=O)c1c2nc3c(C(C)=O)cccc3oc-2cc(=O)c1N
8.11,Nc1nc2c(c(=O)[nH]1)CC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2
7.76,Nc1nc2c(c(=O)[nH]1)CC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2
7.4,CN(CC1CNc2nc(N)[nH]c(=O)c2C1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
6.22,CC(=O)N(CC1CNc2nc(N)[nH]c(=O)c2C1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
5.66,O=C(C#Cc1c[nH]c(=O)[nH]c1=O)c1ccccc1Cl
5.7,O=C(C#Cc1c[nH]c(=O)[nH]c1=O)c1ccccc1
8.54,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1
9.28,Nc1nc(N)c2nc(CCc3ccc(C(=O)NC(CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1
7.27,CCC(Cc1cnc2nc(N)nc(N)c2n1)(C(=O)OC)c1ccc(C(=O)NC(CCCNC(=O)c2ccccc2C(=O)O)C(=O)O)cc1
8.92,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)c4ccccc34)cnc2n1
8.3,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCSCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1
8.29,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1
8.13,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCNC(=O)c4cccc(C(=O)O)c4)C(=O)O)cc3)cnc2n1
8.92,CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCCNC(=O)c2ccccc2C(=O)O)C(=O)O)cc1
9.2,CC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCCNC(=O)c2ccccc2C(=O)O)C(=O)O)cc1
8.36,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CSCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1
8.48,CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
8.26,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1
7.26,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCNC(=O)c4ccc(C(=O)O)cc4)C(=O)O)cc3)cnc2n1
4.5,CCCCCCCCCCCCCC=CC(O)C(CO)NC(C)=O
5.77,CCCCCCCCCCCCCCc1c(CC)nc(S)[nH]c1=O
5.1,CCCCCCCCCCCCCCc1c(CC)[nH]c(=O)[nH]c1=O
5.37,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1cccc(C(F)(F)F)c1
6.13,C#CCN(Cc1ccc2nc(N)[nH]c(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
5.39,CCN(Cc1ccc(S(=O)(=O)N2CCNCC2)cc1)c1ccc2c3c(cccc13)C(=O)N2
5.89,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(S(=O)(=O)n2ccc3ccccc32)cc1
5.08,CN(Cc1ccc(S(=O)(=O)N2CCNCC2)cc1)c1ccc2c3c(cccc13)C(=O)N2
4.98,Cc1nc2ccc(C)c(Sc3ccnnc3)c2c(=O)[nH]1
5.54,Cc1nc2ccc(C)c(Sc3ccc([N+](=O)[O-])cc3)c2c(=O)[nH]1
5.07,Cc1nc2ccc(C)c(Sc3ccnc(C(F)(F)F)c3)c2c(=O)[nH]1
5.28,Cc1nc2ccc(C)c(Sc3ccncc3)c2c(=O)[nH]1
6.0,Cc1nc2ccc(C)c(Sc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1
6.06,Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccnnc1
5.68,Cc1nc2ccc(C)c(Sc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c(=O)[nH]1
5.42,COc1cc(Sc2c(C)ccc3nc(C)[nH]c(=O)c23)ccn1
4.98,Cc1nc2ccc(C)c(Sc3ccnc(N(C)C)c3)c2c(=O)[nH]1
5.31,Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccnc(N(C)C)c1
6.28,Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
5.38,Cc1cc(Sc2c(C)ccc3nc(C)[nH]c(=O)c23)ccn1
5.68,Nc1nc2ccc(Cl)c(Sc3ccncc3)c2c(=O)[nH]1
4.59,COc1ccc2nc(C)[nH]c(=O)c2c1Sc1ccncc1
7.7,COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC
8.0,Cc1c(CN(C)c2ccc(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12
6.89,COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC
7.0,Cc1c(CNc2ccc(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12
6.22,COc1cc(N(C=O)Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC
6.68,Cc1c(CN(C=O)c2ccc(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12
6.7,Cc1c(CN(C)c2cc(Cl)c(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12
7.52,Cc1c(CN(C=O)c2cc(Cl)c(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12
6.7,Cc1c(CNc2cc(Cl)c(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12
4.92,Nc1nc(N)c2c3c(sc2n1)CCCCCC3
4.82,Cc1c(Cc2ccccc2)sc2nc(N)nc(N)c12
4.85,Cc1c(-c2ccccc2)sc2nc(N)nc(N)c12
5.43,Nc1nc(N)c2c3c(sc2n1)CCCCCCCCCC3
7.33,Nc1cc2c(c(=O)[nH]1)CC(CCc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CCN2
7.8,Nc1nc2c(c(=O)[nH]1)CC(CCc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2
5.46,Nc1ccn(C2CC(O)C(CO)S2)c(=O)n1
6.17,Cc1cn(C2CC(O)C(CO)S2)c(=O)[nH]c1=O
5.4,O=c1ccn(C2CC(O)C(CO)S2)c(=O)[nH]1
4.13,Nc1ncnc2c1ncn2C1OC(CSCCF)C(O)C1O
4.0,Nc1ncnc2c1ncn2C1OC(CSCCO)C(O)C1O
5.65,O=S(=O)(CCCl)c1ccccc1
8.5,CC(=O)Nc1ccc2[nH]c(C(=O)Nc3ccc4[nH]c(C(=O)N5CC(CCl)c6c5cc(O)c5ccccc65)cc4c3)cc2c1
7.16,COc1ccc(CC2NC(=O)C=CCC(C(C)C=Cc3ccc(C)c(C)c3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
10.43,COC(=O)c1ccc(C(Cl)C(O)C(C)C2CC=CC(=O)NC(Cc3ccc(OC)c(Cl)c3)C(=O)NCC(C)(C)C(=O)OC(CC(C)C)C(=O)O2)cc1
8.7,COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3cc(C)ccc3C)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
8.4,COc1ccc(CC2NC(=O)C=CCC(C(C)C=Cc3ccc(O)cc3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
9.1,COc1ccc(CC2NC(=O)C=CCC(C(C)C=Cc3ccc(CO)cc3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
9.1,COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3ccc(CC(=O)O)cc3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
6.34,COc1ccc(CC2NC(=O)C=CCC(C(C)C=Cc3csc(C)n3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
9.82,COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3cccc(C)c3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
9.52,COc1ccc(CC2NC(=O)C=CCC(C(C)C(O)C(Cl)c3cccc(C)c3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
10.7,COc1ccc(CC2NC(=O)C=CCC(C(C)C(O)C(Cl)c3ccc(CNC(=O)CN(C)C(=O)OC(C)(C)C)cc3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
10.89,COc1ccc(CC2NC(=O)C=CCC(C(C)C(O)C(Cl)c3ccc(COC(=O)CN)cc3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
10.68,COc1ccc(CC2NC(=O)C=CCC(C(C)C(O)C(Cl)c3ccc(CN4CCNCC4)cc3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
9.22,COc1ccc(CC2NC(=O)C=CCC(C(C)C(O)C(Cl)c3ccc(C)c(C)c3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
9.54,COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3ccc(CO)cc3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
9.55,COc1ccc(C2OC2C(C)C2CC=CC(=O)NC(Cc3ccc(OC)c(Cl)c3)C(=O)NCC(C)(C)C(=O)OC(CC(C)C)C(=O)O2)cc1
7.0,COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3cc(C)ccc3C)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
